,0
215,"501,3352753"
216,"432,4932742"
217,"373,7670179"
218,"438,820262"
219,"508,7180619"
220,"295,9854679"
221,"395,2288291"
222,"457,6758106"
223,"402,9985561"
224,"392,0647434"
225,"347,8479041"
226,"477,7957779"
227,"394,9836909"
228,"620,9100032"
229,"405,8055728"
230,"531,1679534"
231,"371,0948395"
232,"498,365791"
233,"231,282459"
234,"334,1049387"
235,"367,4946394"
236,"321,8091545"
237,"429,7750187"
238,"491,3543935"
239,"348,7418275"
240,"322,7110373"
241,"423,2898272"
242,"251,6595389"
243,"298,211562"
244,"231,2794258"
245,"340,7875799"
246,"366,1356687"
247,"520,454928"
248,"355,0567856"
249,"352,7538371"
250,"255,4102332"
251,"254,0857345"
252,"419,9512509"
253,"350,1287922"
254,"259,5557344"
255,"376,9482167"
256,"321,5290481"
257,"375,5621858"
258,"418,6241652"
259,"490,8765577"
260,"465,2432557"
261,"291,9584176"
262,"260,548642"
263,"418,5974535"
264,"363,4077003"
265,"294,3359342"
266,"398,7317409"
267,"368,8781709"
268,"341,1383695"
269,"452,2817293"
270,"377,7233214"
271,"445,9427602"
272,"429,0884392"
273,"452,9129571"
274,"395,2279406"
275,"299,9239401"
276,"470,3971503"
277,"405,9829608"
278,"351,1936104"
279,"417,9573064"
280,"435,6241607"
281,"496,8363233"
282,"232,7978682"
283,"431,3956163"
284,"474,5356679"
285,"354,7001476"
286,"367,8551134"
287,"360,7191909"
288,"579,6605608"
289,"492,0253962"
290,"382,0171053"
291,"314,7368363"
292,"319,0545816"
293,"494,5382739"
294,"316,4596834"
295,"414,1341574"
296,"434,4978281"
297,"393,3360814"
298,"467,5066479"
299,"514,0132343"
300,"379,307873"
301,"398,5337416"
302,"440,6371979"
303,"456,885776"
304,"526,5127868"
305,"425,1537876"
306,"352,2362278"
307,"425,4240249"
308,"392,1859455"
309,"471,9712877"
310,"381,4725573"
311,"312,1369094"
312,"428,7061093"
313,"321,7375515"
314,"464,5452958"
315,"421,9800879"
316,"321,599043"
317,"402,578339"
318,"315,1752408"
319,"468,4473935"
320,"489,5851535"
321,"446,8584334"
322,"492,481296"
323,"444,6922481"
324,"464,501487"
325,"346,7673769"
326,"398,9027972"
327,"312,2822158"
328,"401,3559818"
329,"409,2391903"
330,"219,0440582"
331,"512,5796061"
332,"492,0599402"
333,"299,5722491"
334,"402,1812547"
335,"367,9039015"
336,"278,6528915"
337,"540,9033186"
338,"359,8518093"
339,"456,229248"
340,"541,0170784"
341,"233,7541658"
342,"333,4482821"
343,"345,31753"
344,"409,8237188"
345,"545,0868082"
346,"314,8274085"
347,"314,0968346"
348,"461,81356"
349,"416,7396554"
350,"400,9090578"
351,"435,2288633"
352,"264,0634678"
353,"393,1089861"
354,"342,1861541"
355,"367,1498622"
356,"492,2552391"
357,"337,3994514"
358,"320,0219935"
359,"446,8421049"
360,"430,6511853"
361,"498,8013218"
362,"547,279639"
363,"425,1234405"
364,"419,7574757"
365,"341,9651078"
366,"463,2557642"
367,"253,9655037"
368,"304,4968449"
369,"264,6244537"
370,"347,8475227"
371,"548,9490833"
372,"403,3677222"
373,"548,3601719"
374,"400,4318861"
375,"478,5118969"
376,"406,3322932"
377,"429,8820032"
378,"524,860519"
379,"425,1394997"
380,"335,2318381"
381,"184,1545089"
382,"337,0132174"
383,"449,7914129"
384,"385,7115834"
385,"417,3635276"
386,"526,5830051"
387,"392,0807037"
388,"323,4291649"
389,"426,9703737"
390,"289,0365971"
391,"386,9118814"
392,"313,3696059"
393,"460,9293894"
394,"426,2888585"
395,"496,3619519"
396,"498,9764835"
397,"426,745512"
398,"469,0967049"
399,"348,5724894"
400,"425,992675"
401,"445,0043891"
402,"435,2438064"
403,"336,7335175"
404,"367,8276664"
405,"316,805017"
406,"518,2859352"
407,"493,2724445"
408,"371,0662163"
409,"310,1725129"
410,"304,6781391"
411,"302,0709336"
412,"426,1602979"
413,"387,7449433"
414,"507,058013"
415,"418,2512756"
416,"549,1299108"
417,"472,5974923"
418,"500,8276381"
419,"581,2847779"
420,"337,5802505"
421,"293,5247545"
422,"392,8653614"
423,"355,2914599"
424,"393,7253235"
425,"371,6245256"
426,"541,4334176"
427,"375,6397486"
428,"345,9869209"
429,"328,1652508"
430,"242,7811476"
431,"416,2144776"
432,"195,9920317"
433,"411,8079667"
434,"357,8050759"
435,"400,9595349"
436,"417,3323815"
437,"467,0349926"
438,"390,3847079"
439,"371,7849738"
440,"337,1214129"
441,"261,7873989"
442,"364,9658851"
443,"293,2220924"
444,"350,8328377"
445,"396,5106454"
446,"414,6746346"
447,"461,5007905"
448,"288,8080073"
449,"363,3483942"
450,"330,5306934"
451,"330,5726603"
452,"379,9640962"
453,"373,0396345"
454,"453,173016"
455,"503,760663"
456,"376,0230869"
457,"424,0174139"
458,"466,6696458"
459,"365,0235364"
460,"402,7492179"
461,"322,9749211"
462,"417,0586847"
463,"262,8647761"
464,"385,9721058"
465,"418,0583836"
466,"443,1287784"
467,"442,3233591"
468,"416,3425006"
469,"339,7778087"
470,"599,1597401"
471,"359,0233622"
472,"281,1701702"
473,"363,7061616"
474,"484,7290631"
475,"192,4093674"
476,"427,8550596"
477,"356,5694506"
478,"529,9652947"
479,"345,926086"
480,"580,5940846"
481,"415,2444068"
482,"511,1169133"
483,"413,8482093"
484,"422,1866387"
485,"497,8282156"
486,"542,2588383"
487,"447,9337071"
488,"422,0086871"
489,"462,5802285"
490,"409,4303606"
491,"306,0417873"
492,"350,2507665"
493,"456,9065589"
494,"456,6121334"
495,"443,1901745"
496,"534,6341794"
497,"547,2848119"
498,"377,8682926"
499,"525,7718613"
500,"401,16971"
501,"476,3164995"
502,"309,6810496"
503,"487,7283616"
504,"613,7424814"
505,"409,6775926"
506,"261,4734385"
507,"297,6904648"
508,"493,6176536"
509,"331,0613521"
510,"370,4105783"
511,"447,6388285"
512,"344,801674"
513,"351,0978559"
514,"410,4029617"
515,"445,1646042"
516,"456,2720823"
517,"446,4986102"
518,"352,1003192"
519,"463,8300958"
520,"492,8708682"
521,"290,0010513"
522,"369,890728"
523,"307,0668069"
524,"423,3598971"
525,"410,4692311"
526,"281,162949"
527,"477,7920186"
528,"314,8518176"
529,"431,6032617"
530,"486,2617687"
531,"392,5940003"
532,"293,0296426"
533,"420,1092502"
534,"431,017472"
535,"390,0307186"
536,"273,1282146"
537,"507,3199535"
538,"387,6987159"
539,"355,0637425"
540,"406,9072766"
541,"459,1839847"
542,"397,2068327"
543,"339,985407"
544,"465,0069335"
545,"455,8069287"
546,"357,6342415"
547,"332,0404671"
548,"440,1410789"
549,"297,3289524"
550,"282,4094859"
551,"472,5847857"
552,"522,7408899"
553,"386,659182"
554,"338,2089587"
555,"335,2871874"
556,"425,6558664"
557,"410,9338981"
558,"331,5822082"
559,"355,7153499"
560,"444,2772356"
561,"527,4731823"
562,"426,1565305"
563,"625,7032951"
564,"330,3760566"
565,"369,7074047"
566,"423,797838"
567,"383,3257076"
568,"456,5277635"
569,"325,388559"
570,"384,9317936"
571,"547,0453121"
572,"276,8072985"
573,"405,2614854"
574,"330,1499285"
575,"350,6964951"
576,"339,3142514"
577,"363,1401315"
578,"338,3658775"
579,"409,8945923"
580,"358,0034092"
581,"448,4047219"
582,"288,3944772"
583,"328,1215982"
584,"384,1825348"
585,"351,1269737"
586,"451,6981295"
587,"547,8544892"
588,"441,5681954"
589,"328,307558"
590,"399,1581977"
591,"401,8089586"
592,"392,2351276"
593,"410,4218405"
594,"541,3693133"
595,"466,8921912"
596,"443,6995292"
597,"367,1505947"
598,"338,5636194"
599,"466,955669"
600,"362,8573648"
601,"431,1612325"
602,"261,3867569"
603,"395,1227206"
604,"453,75635"
605,"308,2586852"
606,"355,5858403"
607,"457,5026511"
608,"348,8582851"
609,"398,5919711"
610,"297,3991955"
611,"503,8828039"
612,"452,4829889"
613,"533,1719043"
614,"436,4239844"
615,"440,4132617"
616,"349,5054219"
617,"482,2567934"
618,"251,328979"
619,"458,7385741"
620,"496,8624753"
621,"390,2559123"
622,"442,7524089"
623,"379,8286482"
624,"519,3115937"
625,"412,0260938"
626,"373,5402183"
627,"358,2725273"
628,"354,671409"
629,"535,8670872"
630,"376,9462264"
631,"493,4600065"
632,"449,5112792"
633,"347,3388147"
634,"413,1851239"
635,"289,7410203"
636,"376,6019198"
637,"303,4453746"
638,"408,7602339"
639,"364,320136"
640,"478,2673554"
641,"312,2132842"
642,"423,1767008"
643,"321,0976296"
644,"307,4326906"
645,"390,683593"
646,"364,6821922"
647,"328,9408379"
648,"336,6639438"
649,"473,6428789"
650,"320,2037868"
651,"543,5639193"
652,"350,0868765"
653,"325,6390315"
654,"336,2782076"
655,"493,3972279"
656,"563,4091354"
657,"370,7576352"
658,"386,6892404"
659,"400,3397099"
660,"335,2758957"
661,"253,2325372"
662,"317,6630125"
663,"416,2970881"
664,"443,1123369"
665,"549,0926754"
666,"382,4924703"
667,"311,6380125"
668,"464,9879598"
669,"349,7654406"
670,"562,7062599"
671,"468,7486533"
672,"236,2855974"
673,"487,8294427"
674,"359,2390339"
675,"660,7820593"
676,"469,8506112"
677,"422,4025322"
678,"351,7956159"
679,"463,7497748"
680,"368,1089686"
681,"332,8040147"
682,"337,2127121"
683,"422,7142343"
684,"402,1367471"
685,"298,931702"
686,"439,2563427"
687,"348,5802367"
688,"534,8039139"
689,"447,8914564"
690,"432,3551254"
691,"512,197694"
692,"375,4645352"
693,"433,9478953"
694,"330,025358"
695,"536,2490323"
696,"451,6631029"
697,"373,8390171"
698,"395,9688174"
699,"435,1065705"
700,"426,4913846"
701,"292,7923027"
702,"518,4159812"
703,"423,2385525"
704,"407,1395779"
705,"419,4259219"
706,"248,6047617"
707,"548,7016066"
708,"458,4317534"
709,"305,747046"
710,"365,48179"
711,"363,6472449"
712,"356,2340384"
713,"670,8832034"
714,"561,6344207"
715,"487,1332434"
716,"373,4912329"
717,"450,4470262"
718,"392,6156947"
719,"320,2025345"
720,"380,2796524"
721,"451,1698988"
722,"317,7900245"
723,"497,7070768"
724,"284,5014568"
725,"466,0400552"
726,"369,152206"
727,"429,6401102"
728,"387,7638816"
729,"480,2910138"
730,"300,4765672"
731,"497,5311124"
732,"282,6230494"
733,"389,5733689"
734,"436,9655374"
735,"395,092052"
736,"322,3864085"
737,"387,3577188"
738,"323,386331"
739,"445,1989436"
740,"487,4799369"
741,"379,8339826"
742,"255,8204045"
743,"716,2674186"
744,"453,0783461"
745,"409,6524098"
746,"514,2507377"
747,"364,5722327"
748,"378,116952"
749,"481,9220385"
750,"477,350929"
751,"471,2102827"
752,"334,7017266"
753,"388,2125645"
754,"221,2502226"
755,"297,9621289"
756,"381,968709"
757,"425,7664372"
758,"244,415832"
759,"532,7690588"
760,"390,2576813"
761,"326,5867926"
762,"390,4637287"
763,"389,3456919"
764,"483,6249326"
765,"271,1971821"
766,"408,1677926"
767,"489,7966746"
768,"439,1271995"
769,"359,1428098"
770,"275,8080395"
771,"416,9409677"
772,"409,956687"
773,"394,0304962"
774,"371,7598689"
775,"354,8728557"
776,"479,2978287"
777,"351,9458823"
778,"345,750306"
779,"416,6523159"
780,"468,8831222"
781,"258,7048013"
782,"437,6736478"
783,"376,4640261"
784,"273,6055939"
785,"410,6662018"
786,"330,4190266"
787,"296,9128323"
788,"315,4480474"
789,"393,0779495"
790,"429,553843"
791,"422,0432348"
792,"322,7296572"
793,"301,0689726"
794,"307,7811303"
795,"387,406155"
796,"438,1945317"
797,"484,7509353"
798,"483,5576191"
799,"344,1060424"
800,"540,5793449"
801,"248,705915"
802,"359,7634349"
803,"491,9825339"
804,"405,4205828"
805,"416,6464587"
806,"421,6693979"
807,"440,2097548"
808,"375,5514152"
809,"573,2831474"
810,"498,0491158"
811,"421,1415257"
812,"331,4991142"
813,"401,2186047"
814,"281,0831624"
815,"374,9813545"
816,"382,25586"
817,"402,3422535"
818,"370,6542575"
819,"222,2685355"
820,"426,2207194"
821,"473,9837006"
822,"258,3724381"
823,"391,2620836"
824,"465,4225512"
825,"410,212448"
826,"338,9505342"
827,"520,6473348"
828,"405,3816455"
829,"526,9567351"
830,"316,768816"
831,"379,2764654"
832,"367,0685771"
833,"300,0631539"
834,"450,3020005"
835,"394,252704"
836,"409,9078509"
837,"337,1425303"
838,"432,0296479"
839,"333,2446057"
840,"390,8363757"
841,"428,8626302"
842,"339,024515"
843,"336,6263876"
844,"368,2345132"
845,"288,6505935"
846,"351,1093757"
847,"407,3913436"
848,"498,1218957"
849,"424,3177545"
850,"331,4850583"
851,"511,2591006"
852,"501,960951"
853,"462,3183545"
854,"422,3587825"
855,"394,821058"
856,"456,216521"
857,"433,8240881"
858,"323,0830836"
859,"510,1327367"
860,"395,6498629"
861,"548,0679421"
862,"256,7706708"
863,"322,5643286"
864,"412,3940191"
865,"577,6275389"
866,"443,7912378"
867,"381,2103795"
868,"261,2524218"
869,"424,7417121"
870,"468,2039347"
871,"509,3529838"
872,"299,9318621"
873,"371,5439434"
874,"347,7356513"
875,"367,1025081"
876,"459,8988615"
877,"378,045576"
878,"324,6194185"
879,"432,3031066"
880,"372,4916937"
881,"317,8866387"
882,"471,9225746"
883,"435,4771174"
884,"342,7193253"
885,"445,6261105"
886,"289,8699471"
887,"508,5784512"
888,"431,1534478"
889,"413,1985361"
890,"333,4461844"
891,"206,7575991"
892,"428,3616049"
893,"481,5179197"
894,"392,2904167"
895,"398,8106534"
896,"380,1517865"
897,"241,4326664"
898,"461,9675215"
899,"429,3759213"
900,"501,9543094"
901,"468,769964"
902,"357,3915432"
903,"443,2475764"
904,"452,2025762"
905,"243,323402"
906,"333,6223543"
907,"331,288362"
908,"417,3176976"
909,"494,7195202"
910,"460,2115722"
911,"264,3170568"
912,"402,5832127"
913,"454,6116484"
914,"377,1352845"
915,"366,2244074"
916,"303,0954096"
917,"405,5692919"
918,"307,1753116"
919,"340,3095608"
920,"354,2348045"
921,"395,8123822"
922,"392,8914373"
923,"363,7855009"
924,"239,8832394"
925,"347,7955618"
926,"429,0452545"
927,"346,4587924"
928,"379,1701512"
929,"458,1863669"
930,"481,7331638"
931,"329,7877012"
932,"444,822998"
933,"423,7675804"
934,"401,9728877"
935,"316,5116107"
936,"477,9775142"
937,"377,5160845"
938,"525,2164957"
939,"466,4107381"
940,"208,3469961"
941,"375,3815317"
942,"512,8796977"
943,"529,3347305"
944,"403,1548716"
945,"455,863793"
946,"384,4313207"
947,"455,0087683"
948,"404,3771429"
949,"289,7982823"
950,"430,9803"
951,"454,3526289"
952,"376,0545118"
953,"421,2928755"
954,"338,4309214"
955,"435,9990808"
956,"366,8608505"
957,"526,4197087"
958,"460,9150496"
959,"362,6234134"
960,"542,3726334"
961,"456,2140755"
962,"425,4034134"
963,"398,0305001"
964,"366,4924416"
965,"519,0915324"
966,"344,4737624"
967,"339,1517548"
968,"328,9744715"
969,"410,2377025"
970,"364,0774945"
971,"480,1121129"
972,"445,4923799"
973,"425,6128953"
974,"355,3230907"
975,"333,6158267"
976,"406,2040141"
977,"395,755079"
978,"344,3204469"
979,"288,9497065"
980,"377,7966208"
981,"342,6878772"
982,"463,6014706"
983,"501,4084047"
984,"355,8933821"
985,"348,2815012"
986,"280,938321"
987,"428,9191301"
988,"431,7138831"
989,"260,3414864"
990,"427,6484105"
991,"287,8233202"
992,"562,1615665"
993,"326,4845885"
994,"318,3326659"
995,"322,0512349"
996,"274,477085"
997,"357,8506649"
998,"345,525956"
999,"510,257329"
1000,"353,2709662"
1001,"438,1397595"
1002,"434,3992776"
1003,"418,7933027"
1004,"486,6756104"
1005,"458,5562541"
1006,"395,0339255"
1007,"463,1445882"
1008,"230,5505948"
1009,"455,7589386"
1010,"404,3702796"
1011,"433,7951764"
1012,"163,9686685"
1013,"414,9964512"
1014,"478,412983"
1015,"393,0508941"
1016,"253,4111855"
1017,"404,0255531"
1018,"300,9790518"
1019,"224,1856696"
1020,"353,0742152"
1021,"427,6432375"
1022,"498,1524626"
1023,"487,2461298"
1024,"435,8961243"
1025,"419,360194"
1026,"373,952023"
1027,"538,5280967"
1028,"428,7141522"
1029,"331,1133346"
1030,"337,566468"
1031,"411,4402872"
1032,"469,2826434"
1033,"462,0052178"
1034,"428,2412367"
1035,"464,6307093"
1036,"455,3599297"
1037,"500,2855373"
1038,"497,4923471"
1039,"205,0567511"
1040,"386,6180424"
1041,"514,9003019"
1042,"435,8575291"
1043,"435,2789365"
1044,"380,5278245"
1045,"367,8277452"
1046,"364,8301669"
1047,"445,2020686"
1048,"362,361603"
1049,"458,1898726"
1050,"260,3140333"
1051,"403,8929918"
1052,"450,1731803"
1053,"344,2611402"
1054,"408,5943298"
1055,"412,9975665"
1056,"401,1803942"
1057,"522,7566966"
1058,"478,7920363"
1059,"377,5179311"
1060,"277,4394633"
1061,"316,7815381"
1062,"468,0003037"
1063,"408,1411816"
1064,"381,9910058"
1065,"437,1860775"
1066,"409,2427427"
1067,"516,3422577"
1068,"373,3755245"
1069,"459,135829"
1070,"447,1597519"
1071,"341,6634069"
1072,"297,9012454"
1073,"441,5848817"
1074,"356,466447"
1075,"405,9650218"
1076,"625,211607"
1077,"295,0585982"
1078,"269,4379627"
1079,"314,1836017"
1080,"344,4660089"
1081,"407,6980732"
1082,"366,7199996"
1083,"455,057303"
1084,"388,4977855"
1085,"442,7299998"
1086,"385,9384008"
1087,"517,6455487"
1088,"319,6841764"
1089,"461,2307763"
1090,"381,7981431"
1091,"489,111396"
1092,"353,4943645"
1093,"419,7147298"
1094,"564,3922301"
1095,"527,6079219"
1096,"496,0050129"
1097,"442,2409877"
1098,"441,9779433"
1099,"327,6420531"
1100,"447,9600839"
1101,"282,1070085"
1102,"435,9740509"
1103,"364,5260588"
1104,"430,6705543"
1105,"444,1457165"
1106,"407,3010718"
1107,"459,0622056"
1108,"448,844574"
1109,"417,3047241"
1110,"462,895993"
1111,"467,4031658"
1112,"276,0717064"
1113,"500,0726505"
1114,"342,8651468"
1115,"313,7810622"
1116,"410,8565994"
1117,"316,1891037"
1118,"412,7065385"
1119,"430,5130329"
1120,"479,3582755"
1121,"480,3763917"
1122,"457,2410568"
1123,"365,0748961"
1124,"371,7755407"
1125,"438,9128198"
1126,"501,2053211"
1127,"281,4695438"
1128,"428,3929444"
1129,"493,4975031"
1130,"382,9019701"
1131,"289,2583704"
1132,"478,2648826"
1133,"339,2594292"
1134,"531,5636194"
1135,"236,6953755"
1136,"387,7390179"
1137,"554,3992706"
1138,"313,0100976"
1139,"349,9662283"
1140,"343,6278169"
1141,"482,4928105"
1142,"255,5775201"
1143,"358,1963329"
1144,"348,2958326"
1145,"590,9425453"
1146,"249,9505784"
1147,"414,3350197"
1148,"347,2464429"
1149,"481,2528063"
1150,"362,3072533"
1151,"520,8453486"
1152,"400,8912197"
1153,"431,8873162"
1154,"354,4316865"
1155,"479,1233089"
1156,"356,2242487"
1157,"463,3605809"
1158,"484,6133964"
1159,"367,2902104"
1160,"342,4065999"
1161,"398,171671"
1162,"455,4365773"
1163,"483,4917428"
1164,"425,3275562"
1165,"406,7005301"
1166,"428,6574035"
1167,"408,7646966"
1168,"446,2472236"
1169,"501,8119693"
1170,"306,8113516"
1171,"435,7548212"
1172,"351,3701016"
1173,"307,0243052"
1174,"277,8272305"
1175,"416,812938"
1176,"327,183621"
1177,"376,067341"
1178,"548,6884817"
1179,"463,1449772"
1180,"411,187911"
1181,"267,4183425"
1182,"304,2239096"
1183,"352,0400027"
1184,"512,8736925"
1185,"416,7509407"
1186,"440,0161624"
1187,"389,6409313"
1188,"263,1564443"
1189,"536,6188665"
1190,"414,455706"
1191,"322,7126153"
1192,"273,5484647"
1193,"369,09538"
1194,"459,7216416"
1195,"368,7597309"
1196,"294,6791973"
1197,"340,8368136"
1198,"392,4923209"
1199,"369,7578075"
1200,"406,1713833"
1201,"399,1134006"
1202,"356,6004991"
1203,"430,1005804"
1204,"371,1113508"
1205,"479,3176364"
1206,"417,7730912"
1207,"426,3352827"
1208,"489,444175"
1209,"484,5775679"
1210,"537,8514471"
1211,"290,4546707"
1212,"447,5512655"
1213,"397,6283333"
1214,"505,2658039"
1215,"330,378262"
1216,"512,8557395"
1217,"342,353694"
1218,"336,8565244"
1219,"379,5407063"
1220,"364,1243231"
1221,"406,9956855"
1222,"396,0925952"
1223,"400,0831736"
1224,"570,487545"
1225,"306,2183718"
1226,"518,4947516"
1227,"398,763614"
1228,"469,4270881"
1229,"289,0457424"
1230,"332,4932475"
1231,"427,997903"
1232,"379,1954436"
1233,"331,9047456"
1234,"275,3909323"
1235,"498,0909326"
1236,"401,8502478"
1237,"401,3958072"
1238,"432,6957981"
1239,"438,2634343"
1240,"473,7674669"
1241,"375,3750452"
1242,"526,4670457"
1243,"481,7606293"
1244,"562,9233138"
1245,"361,66056"
1246,"404,6067477"
1247,"451,0190544"
1248,"588,0622048"
1249,"394,3326924"
1250,"370,3334525"
1251,"437,901271"
1252,"471,4030006"
1253,"343,3119789"
1254,"379,6229507"
1255,"270,2395107"
1256,"423,234333"
1257,"344,4408012"
1258,"292,0874421"
1259,"336,0352366"
1260,"312,806379"
1261,"408,8927745"
1262,"505,8344294"
1263,"330,3667799"
1264,"510,9248738"
1265,"437,3184502"
1266,"369,0689918"
1267,"424,0246903"
1268,"495,8725903"
1269,"507,0510071"
1270,"129,1500136"
1271,"337,4180055"
1272,"367,0004685"
1273,"326,8808362"
1274,"380,3115326"
1275,"396,8656794"
1276,"425,3193387"
1277,"461,2238073"
1278,"378,3915913"
1279,"297,0351316"
1280,"281,6194621"
1281,"383,3957201"
1282,"482,6174185"
1283,"359,9197595"
1284,"344,4705807"
1285,"539,9321637"
1286,"555,7672823"
1287,"204,1867493"
1288,"528,5841972"
1289,"154,9724459"
1290,"592,4990713"
1291,"539,3365946"
1292,"311,5115464"
1293,"425,2529718"
1294,"253,1025395"
1295,"399,4270678"
1296,"349,0777517"
1297,"391,5190324"
1298,"369,887442"
1299,"470,4111053"
1300,"520,9644637"
1301,"339,754646"
1302,"366,2958444"
1303,"390,9151132"
1304,"362,3665112"
1305,"198,1155649"
1306,"374,1348176"
1307,"522,2325179"
1308,"472,7696866"
1309,"346,5659149"
1310,"341,6106152"
1311,"241,4510281"
1312,"491,9164375"
1313,"320,7849932"
1314,"414,4961805"
1315,"287,0981581"
1316,"416,8435616"
1317,"421,425489"
1318,"347,3788325"
1319,"429,4109442"
1320,"515,0695362"
1321,"341,2252302"
1322,"421,2835725"
1323,"342,6773607"
1324,"355,2042739"
1325,"420,5029978"
1326,"466,4520243"
1327,"353,2168887"
1328,"368,3848613"
1329,"539,6037655"
1330,"477,91547"
1331,"439,2113812"
1332,"428,8049184"
1333,"409,0983469"
1334,"393,1008515"
1335,"410,673944"
1336,"345,5236687"
1337,"410,139587"
1338,"262,1229172"
1339,"527,8990391"
1340,"375,330935"
1341,"345,6006805"
1342,"523,9477851"
1343,"218,9145072"
1344,"367,0664616"
1345,"301,5261035"
1346,"475,0994216"
1347,"373,5356588"
1348,"466,3688644"
1349,"462,4100369"
1350,"557,3286811"
1351,"315,5338789"
1352,"417,1687717"
1353,"509,9688157"
1354,"567,3617895"
1355,"524,1699159"
1356,"463,7943307"
1357,"362,578427"
1358,"375,9080428"
1359,"425,8691469"
1360,"386,8102083"
1361,"484,0762943"
1362,"449,1012661"
1363,"526,0169428"
1364,"324,2703665"
1365,"479,7721921"
1366,"387,0662924"
1367,"395,0557716"
1368,"313,3196469"
1369,"518,0421048"
1370,"516,6585705"
1371,"419,3026992"
1372,"358,0621285"
1373,"173,1164536"
1374,"501,7688348"
